date,year,month,week,daylight,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Tmax_wkly,Tmin_wkly,Tavg_wkly,Depart_wkly,DewPoint_wkly,WetBulb_wkly,PrecipTotal_wkly,StnPressure_wkly,SeaLevel_wkly,ResultSpeed_wkly,ResultDir_wkly,AvgSpeed_wkly,Tmax_wkly_lag7,Tmin_wkly_lag7,Tavg_wkly_lag7,Depart_wkly_lag7,DewPoint_wkly_lag7,WetBulb_wkly_lag7,PrecipTotal_wkly_lag7,StnPressure_wkly_lag7,SeaLevel_wkly_lag7,ResultSpeed_wkly_lag7,ResultDir_wkly_lag7,AvgSpeed_wkly_lag7,Tmax_wkly_lag14,Tmin_wkly_lag14,Tavg_wkly_lag14,Depart_wkly_lag14,DewPoint_wkly_lag14,WetBulb_wkly_lag14,PrecipTotal_wkly_lag14,StnPressure_wkly_lag14,SeaLevel_wkly_lag14,ResultSpeed_wkly_lag14,ResultDir_wkly_lag14,AvgSpeed_wkly_lag14,Tmax_wkly_lag21,Tmin_wkly_lag21,Tavg_wkly_lag21,Depart_wkly_lag21,DewPoint_wkly_lag21,WetBulb_wkly_lag21,PrecipTotal_wkly_lag21,StnPressure_wkly_lag21,SeaLevel_wkly_lag21,ResultSpeed_wkly_lag21,ResultDir_wkly_lag21,AvgSpeed_wkly_lag21,Station
2008-10-12,2008,10,41,0 days 11:15:00.000000000,84,57,71,17,56,61,0.0,29.55,30.27,4.3,15,5.1,71.42857142857143,51.0,61.42857142857143,6.285714285714286,48.0,54.42857142857143,0.14142857142857126,29.394285714285758,30.11857142857142,6.728571428571441,17.0,7.528571428571432,61.0,44.714285714285715,53.142857142857146,-4.714285714285714,43.142857142857146,48.57142857142857,0.12714285714285697,29.32142857142861,30.051428571428563,7.157142857142871,21.428571428571427,7.900000000000004,78.57142857142857,58.42857142857143,68.71428571428571,8.142857142857142,57.42857142857143,61.857142857142854,0.028571428571428383,29.484285714285743,30.212857142857136,4.942857142857156,9.428571428571429,6.085714285714289,75.57142857142857,54.714285714285715,65.28571428571429,2.0,54.857142857142854,59.142857142857146,0.0,29.482857142857178,30.197142857142847,4.35714285714287,19.285714285714285,5.600000000000003,1
2008-10-13,2008,10,42,0 days 11:12:00.000000000,77,61,69,16,58,63,0.0,29.47,30.21,7.7,20,8.1,72.57142857142857,52.0,62.42857142857143,7.714285714285714,49.57142857142857,55.714285714285715,0.14142857142857126,29.391428571428612,30.115714285714283,6.328571428571442,18.285714285714285,7.15714285714286,61.714285714285715,44.714285714285715,53.57142857142857,-3.857142857142857,42.0,48.142857142857146,0.009999999999999834,29.354285714285755,30.084285714285702,8.15714285714287,18.285714285714285,8.742857142857147,76.14285714285714,57.42857142857143,67.0,6.857142857142857,56.857142857142854,60.857142857142854,0.14571428571428552,29.437142857142884,30.168571428571422,4.457142857142871,12.571428571428571,5.628571428571432,78.14285714285714,55.857142857142854,67.14285714285714,4.142857142857143,56.0,60.42857142857143,0.0,29.508571428571464,30.227142857142848,4.528571428571442,16.0,5.8714285714285745,1
2008-10-14,2008,10,42,0 days 11:09:00.000000000,69,53,61,8,43,51,0.0,29.49,30.22,2.0,30,6.8,73.42857142857143,51.57142857142857,62.57142857142857,8.285714285714286,48.285714285714285,55.0,0.027142857142856976,29.4271428571429,30.145714285714284,5.142857142857155,20.714285714285715,6.514285714285718,62.285714285714285,45.857142857142854,54.42857142857143,-2.5714285714285716,43.142857142857146,49.142857142857146,0.12428571428571412,29.35857142857147,30.09285714285713,8.000000000000012,15.714285714285714,8.714285714285719,72.85714285714286,55.857142857142854,64.57142857142857,4.714285714285714,55.0,59.0,0.14571428571428552,29.387142857142887,30.119999999999994,5.085714285714299,14.857142857142858,6.1714285714285735,79.71428571428571,57.285714285714285,68.71428571428571,6.142857142857143,57.0,61.42857142857143,0.0,29.521428571428608,30.241428571428564,4.771428571428585,14.857142857142858,6.142857142857147,1
2008-10-15,2008,10,42,0 days 11:07:00.000000000,63,47,55,2,50,53,0.3,29.34,30.06,4.2,32,6.3,73.28571428571429,51.142857142857146,62.285714285714285,8.428571428571429,48.142857142857146,54.857142857142854,0.04285714285714269,29.4571428571429,30.175714285714285,4.671428571428584,21.571428571428573,6.25714285714286,62.714285714285715,46.42857142857143,54.857142857142854,-1.8571428571428572,44.714285714285715,50.142857142857146,0.15142857142857127,29.34285714285718,30.075714285714273,7.471428571428585,14.714285714285714,8.285714285714288,69.85714285714286,54.285714285714285,62.285714285714285,2.857142857142857,52.285714285714285,56.714285714285715,0.11714285714285697,29.344285714285746,30.07714285714285,6.314285714285728,16.285714285714285,7.100000000000002,79.71428571428571,57.285714285714285,68.71428571428571,6.571428571428571,57.42857142857143,61.857142857142854,0.028571428571428383,29.53285714285718,30.254285714285707,4.842857142857156,14.0,5.800000000000004,1
2008-10-16,2008,10,42,0 days 11:04:00.000000000,59,43,51,-1,38,44,0.0,29.52,30.25,6.1,35,7.5,71.85714285714286,50.57142857142857,61.285714285714285,7.857142857142857,48.142857142857146,54.142857142857146,0.04285714285714269,29.480000000000043,30.20428571428571,4.7571428571428696,22.428571428571427,6.500000000000003,63.857142857142854,47.142857142857146,55.714285714285715,-0.5714285714285714,44.42857142857143,50.42857142857143,0.15142857142857127,29.368571428571467,30.095714285714276,7.014285714285728,14.857142857142858,7.800000000000003,67.57142857142857,51.285714285714285,59.714285714285715,0.7142857142857143,49.285714285714285,54.285714285714285,0.11714285714285697,29.292857142857176,30.025714285714276,6.5714285714285845,19.714285714285715,7.342857142857146,80.14285714285714,58.285714285714285,69.42857142857143,7.714285714285714,58.285714285714285,62.42857142857143,0.028571428571428383,29.530000000000033,30.252857142857135,4.95714285714287,13.285714285714286,5.842857142857147,1
2008-10-17,2008,10,42,0 days 11:01:00.000000000,57,43,50,-2,39,44,0.0,29.53,30.26,6.2,36,7.2,69.71428571428571,50.714285714285715,60.285714285714285,7.285714285714286,47.714285714285715,53.285714285714285,0.04285714285714269,29.488571428571472,30.21571428571428,4.957142857142871,26.0,6.571428571428575,65.57142857142857,46.857142857142854,56.42857142857143,0.42857142857142855,44.42857142857143,50.857142857142854,0.14999999999999986,29.387142857142894,30.114285714285703,6.771428571428585,16.0,7.65714285714286,64.85714285714286,49.142857142857146,57.285714285714285,-1.2857142857142858,47.42857142857143,52.42857142857143,0.1185714285714284,29.28142857142861,30.00999999999999,7.0714285714285845,19.285714285714285,7.828571428571432,80.42857142857143,59.0,69.85714285714286,8.571428571428571,58.42857142857143,62.57142857142857,0.028571428571428383,29.522857142857173,30.24714285714285,4.557142857142869,11.428571428571429,5.600000000000003,1
2008-10-18,2008,10,42,0 days 10:59:00.000000000,60,43,52,1,40,45,0.05,29.58,30.32,2.1,7,6.1,67.0,49.57142857142857,58.42857142857143,5.857142857142857,46.285714285714285,51.57142857142857,0.04999999999999983,29.497142857142897,30.227142857142848,4.657142857142871,25.0,6.728571428571432,68.14285714285714,48.714285714285715,58.57142857142857,3.0,46.142857142857146,52.57142857142857,0.14999999999999986,29.38857142857147,30.11571428571428,6.914285714285727,16.428571428571427,7.742857142857146,62.0,47.0,54.857142857142854,-3.2857142857142856,45.142857142857146,50.285714285714285,0.1185714285714284,29.307142857142896,30.034285714285705,7.385714285714299,20.428571428571427,8.071428571428575,80.28571428571429,58.57142857142857,69.57142857142857,8.571428571428571,58.0,62.42857142857143,0.028571428571428383,29.504285714285746,30.231428571428562,4.457142857142871,9.571428571428571,5.571428571428576,1
2008-10-19,2008,10,42,0 days 10:56:00.000000000,62,40,51,0,37,45,0.0,29.49,30.24,12.0,19,12.4,63.857142857142854,47.142857142857146,55.57142857142857,3.4285714285714284,43.57142857142857,49.285714285714285,0.04999999999999983,29.48857142857147,30.222857142857134,5.757142857142871,25.571428571428573,7.771428571428574,71.42857142857143,51.0,61.42857142857143,6.285714285714286,48.0,54.42857142857143,0.14142857142857126,29.394285714285758,30.11857142857142,6.728571428571441,17.0,7.528571428571432,61.0,44.714285714285715,53.142857142857146,-4.714285714285714,43.142857142857146,48.57142857142857,0.12714285714285697,29.32142857142861,30.051428571428563,7.157142857142871,21.428571428571427,7.900000000000004,78.57142857142857,58.42857142857143,68.71428571428571,8.142857142857142,57.42857142857143,61.857142857142854,0.028571428571428383,29.484285714285743,30.212857142857136,4.942857142857156,9.428571428571429,6.085714285714289,1
2008-10-20,2008,10,43,0 days 10:53:00.000000000,55,43,49,-1,42,46,0.18,29.48,30.21,4.0,31,7.6,60.714285714285715,44.57142857142857,52.714285714285715,1.0,41.285714285714285,46.857142857142854,0.07571428571428554,29.490000000000038,30.222857142857134,5.228571428571442,27.142857142857142,7.700000000000003,72.57142857142857,52.0,62.42857142857143,7.714285714285714,49.57142857142857,55.714285714285715,0.14142857142857126,29.391428571428612,30.115714285714283,6.328571428571442,18.285714285714285,7.15714285714286,61.714285714285715,44.714285714285715,53.57142857142857,-3.857142857142857,42.0,48.142857142857146,0.009999999999999834,29.354285714285755,30.084285714285702,8.15714285714287,18.285714285714285,8.742857142857147,76.14285714285714,57.42857142857143,67.0,6.857142857142857,56.857142857142854,60.857142857142854,0.14571428571428552,29.437142857142884,30.168571428571422,4.457142857142871,12.571428571428571,5.628571428571432,1
2008-10-21,2008,10,43,0 days 10:50:00.000000000,55,38,47,-3,35,42,0.0,29.64,30.37,7.1,2,8.7,58.714285714285715,42.42857142857143,50.714285714285715,-0.5714285714285714,40.142857142857146,45.57142857142857,0.07571428571428554,29.51142857142861,30.244285714285706,5.957142857142871,23.142857142857142,7.971428571428575,73.42857142857143,51.57142857142857,62.57142857142857,8.285714285714286,48.285714285714285,55.0,0.027142857142856976,29.4271428571429,30.145714285714284,5.142857142857155,20.714285714285715,6.514285714285718,62.285714285714285,45.857142857142854,54.42857142857143,-2.5714285714285716,43.142857142857146,49.142857142857146,0.12428571428571412,29.35857142857147,30.09285714285713,8.000000000000012,15.714285714285714,8.714285714285719,72.85714285714286,55.857142857142854,64.57142857142857,4.714285714285714,55.0,59.0,0.14571428571428552,29.387142857142887,30.119999999999994,5.085714285714299,14.857142857142858,6.1714285714285735,1
2008-10-22,2008,10,43,0 days 10:48:00.000000000,52,35,44,-6,30,40,0.0,29.65,30.39,12.1,12,13.1,57.142857142857146,40.714285714285715,49.142857142857146,-1.7142857142857142,37.285714285714285,43.714285714285715,0.03285714285714269,29.555714285714323,30.291428571428565,7.085714285714299,20.285714285714285,8.942857142857147,73.28571428571429,51.142857142857146,62.285714285714285,8.428571428571429,48.142857142857146,54.857142857142854,0.04285714285714269,29.4571428571429,30.175714285714285,4.671428571428584,21.571428571428573,6.25714285714286,62.714285714285715,46.42857142857143,54.857142857142854,-1.8571428571428572,44.714285714285715,50.142857142857146,0.15142857142857127,29.34285714285718,30.075714285714273,7.471428571428585,14.714285714285714,8.285714285714288,69.85714285714286,54.285714285714285,62.285714285714285,2.857142857142857,52.285714285714285,56.714285714285715,0.11714285714285697,29.344285714285746,30.07714285714285,6.314285714285728,16.285714285714285,7.100000000000002,1
2008-10-23,2008,10,43,0 days 10:45:00.000000000,58,41,50,1,36,44,0.16,29.5,30.27,11.5,12,11.8,57.0,40.42857142857143,49.0,-1.4285714285714286,37.0,43.714285714285715,0.05571428571428554,29.55285714285718,30.29428571428571,7.85714285714287,17.0,9.55714285714286,71.85714285714286,50.57142857142857,61.285714285714285,7.857142857142857,48.142857142857146,54.142857142857146,0.04285714285714269,29.480000000000043,30.20428571428571,4.7571428571428696,22.428571428571427,6.500000000000003,63.857142857142854,47.142857142857146,55.714285714285715,-0.5714285714285714,44.42857142857143,50.42857142857143,0.15142857142857127,29.368571428571467,30.095714285714276,7.014285714285728,14.857142857142858,7.800000000000003,67.57142857142857,51.285714285714285,59.714285714285715,0.7142857142857143,49.285714285714285,54.285714285714285,0.11714285714285697,29.292857142857176,30.025714285714276,6.5714285714285845,19.714285714285715,7.342857142857146,1
2008-10-24,2008,10,43,0 days 10:43:00.000000000,54,44,49,0,44,47,0.32,29.18,29.96,5.3,19,6.1,56.57142857142857,40.57142857142857,48.857142857142854,-1.1428571428571428,37.714285714285715,44.142857142857146,0.10142857142857127,29.50285714285718,30.25142857142857,7.728571428571441,14.571428571428571,9.400000000000002,69.71428571428571,50.714285714285715,60.285714285714285,7.285714285714286,47.714285714285715,53.285714285714285,0.04285714285714269,29.488571428571472,30.21571428571428,4.957142857142871,26.0,6.571428571428575,65.57142857142857,46.857142857142854,56.42857142857143,0.42857142857142855,44.42857142857143,50.857142857142854,0.14999999999999986,29.387142857142894,30.114285714285703,6.771428571428585,16.0,7.65714285714286,64.85714285714286,49.142857142857146,57.285714285714285,-1.2857142857142858,47.42857142857143,52.42857142857143,0.1185714285714284,29.28142857142861,30.00999999999999,7.0714285714285845,19.285714285714285,7.828571428571432,1
2008-10-25,2008,10,43,0 days 10:40:00.000000000,53,43,48,0,40,44,0.0,29.02,29.77,11.9,22,12.3,55.57142857142857,40.57142857142857,48.285714285714285,-1.2857142857142858,37.714285714285715,44.0,0.09428571428571411,29.42285714285718,30.172857142857143,9.12857142857144,16.714285714285715,10.285714285714288,67.0,49.57142857142857,58.42857142857143,5.857142857142857,46.285714285714285,51.57142857142857,0.04999999999999983,29.497142857142897,30.227142857142848,4.657142857142871,25.0,6.728571428571432,68.14285714285714,48.714285714285715,58.57142857142857,3.0,46.142857142857146,52.57142857142857,0.14999999999999986,29.38857142857147,30.11571428571428,6.914285714285727,16.428571428571427,7.742857142857146,62.0,47.0,54.857142857142854,-3.2857142857142856,45.142857142857146,50.285714285714285,0.1185714285714284,29.307142857142896,30.034285714285705,7.385714285714299,20.428571428571427,8.071428571428575,1
2008-10-26,2008,10,43,0 days 10:37:00.000000000,56,37,47,-1,32,41,0.0,29.1,29.8,17.2,27,17.8,54.714285714285715,40.142857142857146,47.714285714285715,-1.4285714285714286,37.0,43.42857142857143,0.09428571428571411,29.36714285714289,30.110000000000003,9.871428571428583,17.857142857142858,11.057142857142859,63.857142857142854,47.142857142857146,55.57142857142857,3.4285714285714284,43.57142857142857,49.285714285714285,0.04999999999999983,29.48857142857147,30.222857142857134,5.757142857142871,25.571428571428573,7.771428571428574,71.42857142857143,51.0,61.42857142857143,6.285714285714286,48.0,54.42857142857143,0.14142857142857126,29.394285714285758,30.11857142857142,6.728571428571441,17.0,7.528571428571432,61.0,44.714285714285715,53.142857142857146,-4.714285714285714,43.142857142857146,48.57142857142857,0.12714285714285697,29.32142857142861,30.051428571428563,7.157142857142871,21.428571428571427,7.900000000000004,1
2008-10-27,2008,10,44,0 days 10:35:00.000000000,47,33,40,-8,27,35,0.0,29.51,30.2,13.7,31,14.4,53.57142857142857,38.714285714285715,46.42857142857143,-2.4285714285714284,34.857142857142854,41.857142857142854,0.06857142857142841,29.371428571428606,30.108571428571427,11.257142857142869,17.857142857142858,12.02857142857143,60.714285714285715,44.57142857142857,52.714285714285715,1.0,41.285714285714285,46.857142857142854,0.07571428571428554,29.490000000000038,30.222857142857134,5.228571428571442,27.142857142857142,7.700000000000003,72.57142857142857,52.0,62.42857142857143,7.714285714285714,49.57142857142857,55.714285714285715,0.14142857142857126,29.391428571428612,30.115714285714283,6.328571428571442,18.285714285714285,7.15714285714286,61.714285714285715,44.714285714285715,53.57142857142857,-3.857142857142857,42.0,48.142857142857146,0.009999999999999834,29.354285714285755,30.084285714285702,8.15714285714287,18.285714285714285,8.742857142857147,1
2008-10-28,2008,10,44,0 days 10:32:00.000000000,45,31,38,-9,23,33,0.0,29.54,30.29,10.5,30,10.9,52.142857142857146,37.714285714285715,45.142857142857146,-3.2857142857142856,33.142857142857146,40.57142857142857,0.06857142857142841,29.35714285714289,30.097142857142853,11.742857142857156,21.857142857142858,12.342857142857145,58.714285714285715,42.42857142857143,50.714285714285715,-0.5714285714285714,40.142857142857146,45.57142857142857,0.07571428571428554,29.51142857142861,30.244285714285706,5.957142857142871,23.142857142857142,7.971428571428575,73.42857142857143,51.57142857142857,62.57142857142857,8.285714285714286,48.285714285714285,55.0,0.027142857142856976,29.4271428571429,30.145714285714284,5.142857142857155,20.714285714285715,6.514285714285718,62.285714285714285,45.857142857142854,54.42857142857143,-2.5714285714285716,43.142857142857146,49.142857142857146,0.12428571428571412,29.35857142857147,30.09285714285713,8.000000000000012,15.714285714285714,8.714285714285719,1
2008-10-29,2008,10,44,0 days 10:30:00.000000000,51,32,42,-5,24,34,0.0,29.47,30.21,3.7,32,6.2,52.0,37.285714285714285,44.857142857142854,-3.142857142857143,32.285714285714285,39.714285714285715,0.06857142857142841,29.331428571428603,30.071428571428573,10.542857142857157,24.714285714285715,11.357142857142861,57.142857142857146,40.714285714285715,49.142857142857146,-1.7142857142857142,37.285714285714285,43.714285714285715,0.03285714285714269,29.555714285714323,30.291428571428565,7.085714285714299,20.285714285714285,8.942857142857147,73.28571428571429,51.142857142857146,62.285714285714285,8.428571428571429,48.142857142857146,54.857142857142854,0.04285714285714269,29.4571428571429,30.175714285714285,4.671428571428584,21.571428571428573,6.25714285714286,62.714285714285715,46.42857142857143,54.857142857142854,-1.8571428571428572,44.714285714285715,50.142857142857146,0.15142857142857127,29.34285714285718,30.075714285714273,7.471428571428585,14.714285714285714,8.285714285714288,1
2008-10-30,2008,10,44,0 days 10:27:00.000000000,62,31,47,1,32,41,0.0,29.57,30.31,10.5,19,10.4,52.57142857142857,35.857142857142854,44.42857142857143,-3.142857142857143,31.714285714285715,39.285714285714285,0.04571428571428555,29.3414285714286,30.077142857142857,10.400000000000015,25.714285714285715,11.157142857142862,57.0,40.42857142857143,49.0,-1.4285714285714286,37.0,43.714285714285715,0.05571428571428554,29.55285714285718,30.29428571428571,7.85714285714287,17.0,9.55714285714286,71.85714285714286,50.57142857142857,61.285714285714285,7.857142857142857,48.142857142857146,54.142857142857146,0.04285714285714269,29.480000000000043,30.20428571428571,4.7571428571428696,22.428571428571427,6.500000000000003,63.857142857142854,47.142857142857146,55.714285714285715,-0.5714285714285714,44.42857142857143,50.42857142857143,0.15142857142857127,29.368571428571467,30.095714285714276,7.014285714285728,14.857142857142858,7.800000000000003,1
2008-10-31,2008,10,44,0 days 10:24:00.000000000,70,48,59,13,46,51,0.0,29.57,30.3,5.7,22,7.4,54.857142857142854,36.42857142857143,45.857142857142854,-1.2857142857142858,32.0,39.857142857142854,0.0,29.397142857142885,30.125714285714285,10.457142857142872,26.142857142857142,11.34285714285715,56.57142857142857,40.57142857142857,48.857142857142854,-1.1428571428571428,37.714285714285715,44.142857142857146,0.10142857142857127,29.50285714285718,30.25142857142857,7.728571428571441,14.571428571428571,9.400000000000002,69.71428571428571,50.714285714285715,60.285714285714285,7.285714285714286,47.714285714285715,53.285714285714285,0.04285714285714269,29.488571428571472,30.21571428571428,4.957142857142871,26.0,6.571428571428575,65.57142857142857,46.857142857142854,56.42857142857143,0.42857142857142855,44.42857142857143,50.857142857142854,0.14999999999999986,29.387142857142894,30.114285714285703,6.771428571428585,16.0,7.65714285714286,1
2009-05-01,2009,5,18,0 days 14:01:00.000000000,60,46,53,0,40,47,0.02,29.26,29.98,8.4,29,8.5,55.857142857142854,36.857142857142854,46.57142857142857,-1.2857142857142858,32.0,40.285714285714285,0.0028571428571426906,29.431428571428597,30.155714285714282,9.957142857142872,27.142857142857142,10.800000000000008,55.57142857142857,40.57142857142857,48.285714285714285,-1.2857142857142858,37.714285714285715,44.0,0.09428571428571411,29.42285714285718,30.172857142857143,9.12857142857144,16.714285714285715,10.285714285714288,67.0,49.57142857142857,58.42857142857143,5.857142857142857,46.285714285714285,51.57142857142857,0.04999999999999983,29.497142857142897,30.227142857142848,4.657142857142871,25.0,6.728571428571432,68.14285714285714,48.714285714285715,58.57142857142857,3.0,46.142857142857146,52.57142857142857,0.14999999999999986,29.38857142857147,30.11571428571428,6.914285714285727,16.428571428571427,7.742857142857146,1
2009-05-02,2009,5,18,0 days 14:03:00.000000000,66,44,55,1,33,45,0.0,29.21,29.94,8.8,26,9.2,57.285714285714285,37.857142857142854,47.714285714285715,-1.0,32.142857142857146,40.857142857142854,0.0028571428571426906,29.447142857142886,30.17571428571428,8.75714285714287,27.0,9.57142857142858,54.714285714285715,40.142857142857146,47.714285714285715,-1.4285714285714286,37.0,43.42857142857143,0.09428571428571411,29.36714285714289,30.110000000000003,9.871428571428583,17.857142857142858,11.057142857142859,63.857142857142854,47.142857142857146,55.57142857142857,3.4285714285714284,43.57142857142857,49.285714285714285,0.04999999999999983,29.48857142857147,30.222857142857134,5.757142857142871,25.571428571428573,7.771428571428574,71.42857142857143,51.0,61.42857142857143,6.285714285714286,48.0,54.42857142857143,0.14142857142857126,29.394285714285758,30.11857142857142,6.728571428571441,17.0,7.528571428571432,1
2009-05-03,2009,5,18,0 days 14:05:00.000000000,70,43,57,3,34,47,0.0,29.19,29.92,3.9,26,4.9,60.57142857142857,39.285714285714285,50.142857142857146,0.5714285714285714,33.142857142857146,42.57142857142857,0.0028571428571426906,29.4014285714286,30.135714285714283,7.357142857142871,26.285714285714285,8.214285714285724,53.57142857142857,38.714285714285715,46.42857142857143,-2.4285714285714284,34.857142857142854,41.857142857142854,0.06857142857142841,29.371428571428606,30.108571428571427,11.257142857142869,17.857142857142858,12.02857142857143,60.714285714285715,44.57142857142857,52.714285714285715,1.0,41.285714285714285,46.857142857142854,0.07571428571428554,29.490000000000038,30.222857142857134,5.228571428571442,27.142857142857142,7.700000000000003,72.57142857142857,52.0,62.42857142857143,7.714285714285714,49.57142857142857,55.714285714285715,0.14142857142857126,29.391428571428612,30.115714285714283,6.328571428571442,18.285714285714285,7.15714285714286,1
2009-05-04,2009,5,19,0 days 14:08:00.000000000,70,43,57,3,34,47,0.0,29.31,30.02,6.5,9,7.6,64.14285714285714,41.0,52.857142857142854,2.2857142857142856,34.714285714285715,44.57142857142857,0.0028571428571426906,29.36857142857146,30.09714285714286,6.7857142857143,23.285714285714285,7.742857142857153,52.142857142857146,37.714285714285715,45.142857142857146,-3.2857142857142856,33.142857142857146,40.57142857142857,0.06857142857142841,29.35714285714289,30.097142857142853,11.742857142857156,21.857142857142858,12.342857142857145,58.714285714285715,42.42857142857143,50.714285714285715,-0.5714285714285714,40.142857142857146,45.57142857142857,0.07571428571428554,29.51142857142861,30.244285714285706,5.957142857142871,23.142857142857142,7.971428571428575,73.42857142857143,51.57142857142857,62.57142857142857,8.285714285714286,48.285714285714285,55.0,0.027142857142856976,29.4271428571429,30.145714285714284,5.142857142857155,20.714285714285715,6.514285714285718,1
2009-05-05,2009,5,19,0 days 14:10:00.000000000,71,49,60,5,40,50,0.0,29.22,29.95,5.5,13,6.0,67.0,43.42857142857143,55.42857142857143,3.7142857142857144,37.0,46.857142857142854,0.0028571428571426906,29.332857142857172,30.06,7.042857142857157,20.571428571428573,7.714285714285723,52.0,37.285714285714285,44.857142857142854,-3.142857142857143,32.285714285714285,39.714285714285715,0.06857142857142841,29.331428571428603,30.071428571428573,10.542857142857157,24.714285714285715,11.357142857142861,57.142857142857146,40.714285714285715,49.142857142857146,-1.7142857142857142,37.285714285714285,43.714285714285715,0.03285714285714269,29.555714285714323,30.291428571428565,7.085714285714299,20.285714285714285,8.942857142857147,73.28571428571429,51.142857142857146,62.285714285714285,8.428571428571429,48.142857142857146,54.857142857142854,0.04285714285714269,29.4571428571429,30.175714285714285,4.671428571428584,21.571428571428573,6.25714285714286,1
2009-05-06,2009,5,19,0 days 14:13:00.000000000,75,51,63,8,51,55,0.67,29.05,29.79,6.5,19,8.1,68.85714285714286,46.285714285714285,57.714285714285715,4.714285714285714,39.714285714285715,48.857142857142854,0.09857142857142841,29.25857142857146,29.985714285714284,6.471428571428585,20.571428571428573,7.385714285714295,52.57142857142857,35.857142857142854,44.42857142857143,-3.142857142857143,31.714285714285715,39.285714285714285,0.04571428571428555,29.3414285714286,30.077142857142857,10.400000000000015,25.714285714285715,11.157142857142862,57.0,40.42857142857143,49.0,-1.4285714285714286,37.0,43.714285714285715,0.05571428571428554,29.55285714285718,30.29428571428571,7.85714285714287,17.0,9.55714285714286,71.85714285714286,50.57142857142857,61.285714285714285,7.857142857142857,48.142857142857146,54.142857142857146,0.04285714285714269,29.480000000000043,30.20428571428571,4.7571428571428696,22.428571428571427,6.500000000000003,1
2009-05-07,2009,5,19,0 days 14:15:00.000000000,77,56,67,12,52,57,0.19,29.01,29.73,8.5,25,10.3,69.85714285714286,47.42857142857143,58.857142857142854,4.571428571428571,40.57142857142857,49.714285714285715,0.12571428571428553,29.178571428571463,29.90428571428571,6.871428571428585,21.0,7.8000000000000105,54.857142857142854,36.42857142857143,45.857142857142854,-1.2857142857142858,32.0,39.857142857142854,0.0,29.397142857142885,30.125714285714285,10.457142857142872,26.142857142857142,11.34285714285715,56.57142857142857,40.57142857142857,48.857142857142854,-1.1428571428571428,37.714285714285715,44.142857142857146,0.10142857142857127,29.50285714285718,30.25142857142857,7.728571428571441,14.571428571428571,9.400000000000002,69.71428571428571,50.714285714285715,60.285714285714285,7.285714285714286,47.714285714285715,53.285714285714285,0.04285714285714269,29.488571428571472,30.21571428571428,4.957142857142871,26.0,6.571428571428575,1
2009-05-08,2009,5,19,0 days 14:18:00.000000000,77,53,65,9,53,58,0.02,28.94,29.68,4.9,21,6.0,72.28571428571429,48.42857142857143,60.57142857142857,5.857142857142857,42.42857142857143,51.285714285714285,0.12571428571428553,29.132857142857176,29.86142857142857,6.371428571428585,19.857142857142858,7.442857142857153,55.857142857142854,36.857142857142854,46.57142857142857,-1.2857142857142858,32.0,40.285714285714285,0.0028571428571426906,29.431428571428597,30.155714285714282,9.957142857142872,27.142857142857142,10.800000000000008,55.57142857142857,40.57142857142857,48.285714285714285,-1.2857142857142858,37.714285714285715,44.0,0.09428571428571411,29.42285714285718,30.172857142857143,9.12857142857144,16.714285714285715,10.285714285714288,67.0,49.57142857142857,58.42857142857143,5.857142857142857,46.285714285714285,51.57142857142857,0.04999999999999983,29.497142857142897,30.227142857142848,4.657142857142871,25.0,6.728571428571432,1
2009-05-09,2009,5,19,0 days 14:20:00.000000000,63,46,55,-1,44,48,0.0,29.19,29.87,6.8,29,11.8,71.85714285714286,48.714285714285715,60.57142857142857,5.571428571428571,44.0,51.714285714285715,0.12571428571428553,29.13000000000003,29.851428571428567,6.085714285714299,20.285714285714285,7.814285714285725,57.285714285714285,37.857142857142854,47.714285714285715,-1.0,32.142857142857146,40.857142857142854,0.0028571428571426906,29.447142857142886,30.17571428571428,8.75714285714287,27.0,9.57142857142858,54.714285714285715,40.142857142857146,47.714285714285715,-1.4285714285714286,37.0,43.42857142857143,0.09428571428571411,29.36714285714289,30.110000000000003,9.871428571428583,17.857142857142858,11.057142857142859,63.857142857142854,47.142857142857146,55.57142857142857,3.4285714285714284,43.57142857142857,49.285714285714285,0.04999999999999983,29.48857142857147,30.222857142857134,5.757142857142871,25.571428571428573,7.771428571428574,1
2009-05-10,2009,5,19,0 days 14:22:00.000000000,67,40,54,-2,39,46,0.0,29.41,30.11,4.7,30,8.4,71.42857142857143,48.285714285714285,60.142857142857146,4.857142857142857,44.714285714285715,51.57142857142857,0.12571428571428553,29.161428571428605,29.878571428571426,6.200000000000014,20.857142857142858,8.314285714285726,60.57142857142857,39.285714285714285,50.142857142857146,0.5714285714285714,33.142857142857146,42.57142857142857,0.0028571428571426906,29.4014285714286,30.135714285714283,7.357142857142871,26.285714285714285,8.214285714285724,53.57142857142857,38.714285714285715,46.42857142857143,-2.4285714285714284,34.857142857142854,41.857142857142854,0.06857142857142841,29.371428571428606,30.108571428571427,11.257142857142869,17.857142857142858,12.02857142857143,60.714285714285715,44.57142857142857,52.714285714285715,1.0,41.285714285714285,46.857142857142854,0.07571428571428554,29.490000000000038,30.222857142857134,5.228571428571442,27.142857142857142,7.700000000000003,1
