,Date,Species,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Month,Day,DaylightDuration
1925,2007-08-15,CULEX PIPIENS/RESTUANS,T219,"1800  W LELAND AVE, Chicago, IL",41.966986999999996,-87.674677,8,4,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1926,2007-08-15,CULEX PIPIENS,T219,"1800  W LELAND AVE, Chicago, IL",41.966986999999996,-87.674677,8,4,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1927,2007-08-15,CULEX PIPIENS/RESTUANS,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,50,0,1,80,71,76,4,67,70,0,11,2007-08-15 04:59:00,2007-08-15 18:54:00,TSRA RA BR,0,0.0,0.23,29.17,29.89,3.4,7,5.8,2007,8,15,0 days 13:55:00.000000000
1928,2007-08-15,CULEX RESTUANS,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,1,0,1,80,71,76,4,67,70,0,11,2007-08-15 04:59:00,2007-08-15 18:54:00,TSRA RA BR,0,0.0,0.23,29.17,29.89,3.4,7,5.8,2007,8,15,0 days 13:55:00.000000000
1929,2007-08-15,CULEX PIPIENS,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,26,0,1,80,71,76,4,67,70,0,11,2007-08-15 04:59:00,2007-08-15 18:54:00,TSRA RA BR,0,0.0,0.23,29.17,29.89,3.4,7,5.8,2007,8,15,0 days 13:55:00.000000000
1930,2007-08-15,CULEX TERRITANS,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,2,0,1,80,71,76,4,67,70,0,11,2007-08-15 04:59:00,2007-08-15 18:54:00,TSRA RA BR,0,0.0,0.23,29.17,29.89,3.4,7,5.8,2007,8,15,0 days 13:55:00.000000000
1931,2007-08-15,CULEX PIPIENS/RESTUANS,T014,"6400  W STRONG ST, Chicago, IL",41.970248,-87.787992,8,49,0,1,80,71,76,4,67,70,0,11,2007-08-15 04:59:00,2007-08-15 18:54:00,TSRA RA BR,0,0.0,0.23,29.17,29.89,3.4,7,5.8,2007,8,15,0 days 13:55:00.000000000
1932,2007-08-15,CULEX PIPIENS,T014,"6400  W STRONG ST, Chicago, IL",41.970248,-87.787992,8,44,0,1,80,71,76,4,67,70,0,11,2007-08-15 04:59:00,2007-08-15 18:54:00,TSRA RA BR,0,0.0,0.23,29.17,29.89,3.4,7,5.8,2007,8,15,0 days 13:55:00.000000000
1933,2007-08-15,CULEX PIPIENS/RESTUANS,T018,"1200  W GREENLEAF AVE, Chicago, IL",42.010412,-87.66214000000002,8,1,0,1,80,71,76,4,67,70,0,11,2007-08-15 04:59:00,2007-08-15 18:54:00,TSRA RA BR,0,0.0,0.23,29.17,29.89,3.4,7,5.8,2007,8,15,0 days 13:55:00.000000000
1934,2007-08-15,CULEX PIPIENS,T018,"1200  W GREENLEAF AVE, Chicago, IL",42.010412,-87.66214000000002,8,2,0,1,80,71,76,4,67,70,0,11,2007-08-15 04:59:00,2007-08-15 18:54:00,TSRA RA BR,0,0.0,0.23,29.17,29.89,3.4,7,5.8,2007,8,15,0 days 13:55:00.000000000
1935,2007-08-15,CULEX PIPIENS/RESTUANS,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.899229999999996,-87.716788,9,2,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1936,2007-08-15,CULEX PIPIENS,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.899229999999996,-87.716788,9,9,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1937,2007-08-15,CULEX PIPIENS/RESTUANS,T084,"2000  E 111TH ST, Chicago, IL",41.692555,-87.598865,8,6,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1938,2007-08-15,CULEX PIPIENS,T084,"2000  E 111TH ST, Chicago, IL",41.692555,-87.598865,8,9,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1939,2007-08-15,CULEX PIPIENS/RESTUANS,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9,48,0,1,80,71,76,4,67,70,0,11,2007-08-15 04:59:00,2007-08-15 18:54:00,TSRA RA BR,0,0.0,0.23,29.17,29.89,3.4,7,5.8,2007,8,15,0 days 13:55:00.000000000
1940,2007-08-15,CULEX PIPIENS/RESTUANS,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9,32,0,1,80,71,76,4,67,70,0,11,2007-08-15 04:59:00,2007-08-15 18:54:00,TSRA RA BR,0,0.0,0.23,29.17,29.89,3.4,7,5.8,2007,8,15,0 days 13:55:00.000000000
1941,2007-08-15,CULEX PIPIENS,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9,21,0,1,80,71,76,4,67,70,0,11,2007-08-15 04:59:00,2007-08-15 18:54:00,TSRA RA BR,0,0.0,0.23,29.17,29.89,3.4,7,5.8,2007,8,15,0 days 13:55:00.000000000
1942,2007-08-15,CULEX PIPIENS,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9,42,0,1,80,71,76,4,67,70,0,11,2007-08-15 04:59:00,2007-08-15 18:54:00,TSRA RA BR,0,0.0,0.23,29.17,29.89,3.4,7,5.8,2007,8,15,0 days 13:55:00.000000000
1943,2007-08-15,CULEX PIPIENS/RESTUANS,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000002,8,9,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1944,2007-08-15,CULEX PIPIENS,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000002,8,7,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1945,2007-08-15,CULEX PIPIENS/RESTUANS,T005,"6000  W ROSCOE ST, Chicago, IL",41.942114000000004,-87.776385,8,7,0,1,80,71,76,4,67,70,0,11,2007-08-15 04:59:00,2007-08-15 18:54:00,TSRA RA BR,0,0.0,0.23,29.17,29.89,3.4,7,5.8,2007,8,15,0 days 13:55:00.000000000
1946,2007-08-15,CULEX PIPIENS,T005,"6000  W ROSCOE ST, Chicago, IL",41.942114000000004,-87.776385,8,5,0,1,80,71,76,4,67,70,0,11,2007-08-15 04:59:00,2007-08-15 18:54:00,TSRA RA BR,0,0.0,0.23,29.17,29.89,3.4,7,5.8,2007,8,15,0 days 13:55:00.000000000
1947,2007-08-15,CULEX PIPIENS/RESTUANS,T017,"6000  W MONTROSE DR, Chicago, IL",41.960615999999995,-87.777189,9,3,0,1,80,71,76,4,67,70,0,11,2007-08-15 04:59:00,2007-08-15 18:54:00,TSRA RA BR,0,0.0,0.23,29.17,29.89,3.4,7,5.8,2007,8,15,0 days 13:55:00.000000000
1948,2007-08-15,CULEX PIPIENS,T017,"6000  W MONTROSE DR, Chicago, IL",41.960615999999995,-87.777189,9,3,0,1,80,71,76,4,67,70,0,11,2007-08-15 04:59:00,2007-08-15 18:54:00,TSRA RA BR,0,0.0,0.23,29.17,29.89,3.4,7,5.8,2007,8,15,0 days 13:55:00.000000000
1949,2007-08-15,CULEX PIPIENS/RESTUANS,T044,"3300  E RANDOLPH ST, Chicago, IL",41.883284,-87.705085,8,3,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1950,2007-08-15,CULEX PIPIENS/RESTUANS,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999998,8,4,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1951,2007-08-15,CULEX RESTUANS,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999998,8,2,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1952,2007-08-15,CULEX PIPIENS,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999998,8,2,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1953,2007-08-15,CULEX PIPIENS/RESTUANS,T004,"4900  W SUNNYSIDE AVE, Chicago, IL",41.96272800000001,-87.748367,9,1,0,1,80,71,76,4,67,70,0,11,2007-08-15 04:59:00,2007-08-15 18:54:00,TSRA RA BR,0,0.0,0.23,29.17,29.89,3.4,7,5.8,2007,8,15,0 days 13:55:00.000000000
1954,2007-08-15,CULEX PIPIENS/RESTUANS,T035,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,8,9,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1955,2007-08-15,CULEX RESTUANS,T035,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,8,1,1,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1956,2007-08-15,CULEX PIPIENS,T035,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,8,4,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1957,2007-08-15,CULEX PIPIENS/RESTUANS,T036,"4200  W 31ST ST, Chicago, IL",41.837084999999995,-87.729384,9,5,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1958,2007-08-15,CULEX RESTUANS,T036,"4200  W 31ST ST, Chicago, IL",41.837084999999995,-87.729384,9,1,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1959,2007-08-15,CULEX PIPIENS,T036,"4200  W 31ST ST, Chicago, IL",41.837084999999995,-87.729384,9,4,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1960,2007-08-15,CULEX PIPIENS/RESTUANS,T039,"1700  N PULASKI RD, Chicago, IL",41.911823999999996,-87.726737,9,20,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1961,2007-08-15,CULEX RESTUANS,T039,"1700  N PULASKI RD, Chicago, IL",41.911823999999996,-87.726737,9,1,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1962,2007-08-15,CULEX PIPIENS,T039,"1700  N PULASKI RD, Chicago, IL",41.911823999999996,-87.726737,9,3,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1963,2007-08-15,CULEX PIPIENS,T060,"2200  W PERSHING RD, Chicago, IL",41.823065,-87.67837800000002,8,1,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1964,2007-08-15,CULEX PIPIENS/RESTUANS,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8,16,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1965,2007-08-15,CULEX PIPIENS,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8,35,1,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1966,2007-08-15,CULEX PIPIENS,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188000000002,8,8,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1967,2007-08-15,CULEX PIPIENS/RESTUANS,T065,"5200  W 63RD ST, Chicago, IL",41.778296999999995,-87.752411,9,41,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1968,2007-08-15,CULEX PIPIENS/RESTUANS,T065,"5200  W 63RD ST, Chicago, IL",41.778296999999995,-87.752411,9,29,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1969,2007-08-15,CULEX RESTUANS,T065,"5200  W 63RD ST, Chicago, IL",41.778296999999995,-87.752411,9,5,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1970,2007-08-15,CULEX PIPIENS,T065,"5200  W 63RD ST, Chicago, IL",41.778296999999995,-87.752411,9,47,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1971,2007-08-15,CULEX PIPIENS,T065,"5200  W 63RD ST, Chicago, IL",41.778296999999995,-87.752411,9,33,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1972,2007-08-15,CULEX TERRITANS,T065,"5200  W 63RD ST, Chicago, IL",41.778296999999995,-87.752411,9,1,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1973,2007-08-15,CULEX PIPIENS/RESTUANS,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,4,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1974,2007-08-15,CULEX RESTUANS,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,1,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1975,2007-08-15,CULEX PIPIENS,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,20,1,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1976,2007-08-15,CULEX PIPIENS/RESTUANS,T067,"7300  S CICERO AVE, Chicago, IL",41.759346,-87.745602,9,19,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1977,2007-08-15,CULEX PIPIENS,T067,"7300  S CICERO AVE, Chicago, IL",41.759346,-87.745602,9,5,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1978,2007-08-15,CULEX PIPIENS/RESTUANS,T069,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,8,18,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1979,2007-08-15,CULEX PIPIENS,T069,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,8,8,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1980,2007-08-15,CULEX PIPIENS/RESTUANS,T070,"5200  S NORDICA, Chicago, IL",41.797616,-87.797894,8,11,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1981,2007-08-15,CULEX PIPIENS,T070,"5200  S NORDICA, Chicago, IL",41.797616,-87.797894,8,5,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1982,2007-08-15,CULEX PIPIENS/RESTUANS,T071,"6100  S MELVINA AVE, Chicago, IL",41.781416,-87.77653199999996,8,1,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1983,2007-08-15,CULEX PIPIENS/RESTUANS,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,20,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1984,2007-08-15,CULEX PIPIENS,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,14,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1985,2007-08-15,CULEX PIPIENS/RESTUANS,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000004,9,43,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1986,2007-08-15,CULEX PIPIENS/RESTUANS,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000004,9,43,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1987,2007-08-15,CULEX RESTUANS,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000004,9,3,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1988,2007-08-15,CULEX PIPIENS,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000004,9,39,1,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1989,2007-08-15,CULEX PIPIENS/RESTUANS,T075,"4700  S CORNELL AVE, Chicago, IL",41.799282,-87.585487,8,3,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1990,2007-08-15,CULEX RESTUANS,T075,"4700  S CORNELL AVE, Chicago, IL",41.799282,-87.585487,8,2,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1991,2007-08-15,CULEX PIPIENS,T075,"4700  S CORNELL AVE, Chicago, IL",41.799282,-87.585487,8,3,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1992,2007-08-15,CULEX PIPIENS/RESTUANS,T076,"5500  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.794781,-87.615989,8,2,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1993,2007-08-15,CULEX PIPIENS/RESTUANS,T077,"6400  S STONY ISLAND AVE, Chicago, IL",41.778748,-87.586427,8,1,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1994,2007-08-15,CULEX PIPIENS/RESTUANS,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,15,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1995,2007-08-15,CULEX PIPIENS,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,6,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1996,2007-08-15,CULEX TERRITANS,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,1,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1997,2007-08-15,CULEX PIPIENS/RESTUANS,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,6,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1998,2007-08-15,CULEX PIPIENS,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,5,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
1999,2007-08-15,CULEX PIPIENS/RESTUANS,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999998,9,20,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
2000,2007-08-15,CULEX PIPIENS,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999998,9,26,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
2001,2007-08-15,CULEX PIPIENS/RESTUANS,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,30,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
2002,2007-08-15,CULEX PIPIENS/RESTUANS,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,50,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
2003,2007-08-15,CULEX PIPIENS/RESTUANS,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,50,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
2004,2007-08-15,CULEX RESTUANS,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,2,0,2,81,72,77,4,69,71,0,12,2007-08-15 04:59:00,2007-08-15 18:54:00,TS TSRA RA BR,0,0.0,0.83,29.23,29.87,4.9,6,7.1,2007,8,15,0 days 13:55:00.000000000
